benchmark_run_id,contextgate_decision_id,source_table,benchmark_row_id,dataset_id,task_id,target_id,route_label,reason_code,reason_detail,residual_gate_passed,wrong_context_gate_passed,fdr_effect_gate_passed,heldout_replication_passed,leakage_audit_passed,evidence_pointer,artifact_registry_ids,failure_class,failure_taxonomy_ids,claim_level,split_id,seed,control_level,confidence,uses_real_context,uses_synthetic_context
contextgate_bench_v0_cp_q5_smoke,cg_523d44ea38c3,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,weak_or_noisy_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed0:weak_or_noisy_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,0,weak_or_noisy_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_8af524fab80b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,fov_or_sample_confounded_signal,abstain_uncertain,synthetic_confound_abstention,Injected signal follows FOV/sample confounding.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:fov_or_sample_confounded_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,fov_holdout,1,fov_or_sample_confounded_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_e6aad7b8c68c,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,localized_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:localized_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,1,localized_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_900ad3841ec5,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,missing_panel_or_target_dropout_signal,abstain_uncertain,synthetic_missing_panel_abstention,Injected signal is unobservable after target/panel dropout.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:missing_panel_or_target_dropout_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,fov_holdout,1,missing_panel_or_target_dropout_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_37c5dee03ae3,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,null_no_context_signal,expression_only,synthetic_null_rejected,Null synthetic control does not justify context.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:null_no_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,expression_only_recommended_no_context_claim,fov_holdout,1,null_no_context_signal,0.93,False,False
contextgate_bench_v0_cp_q5_smoke,cg_d8d72a842c6d,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,strong_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:strong_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,1,strong_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_ce3b1e689ac1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,weak_or_noisy_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed1:weak_or_noisy_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,1,weak_or_noisy_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_ca965c674aeb,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,fov_or_sample_confounded_signal,abstain_uncertain,synthetic_confound_abstention,Injected signal follows FOV/sample confounding.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:fov_or_sample_confounded_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,fov_holdout,2,fov_or_sample_confounded_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_b06e0a0a0907,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,localized_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:localized_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,2,localized_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_62363dea3efc,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,missing_panel_or_target_dropout_signal,abstain_uncertain,synthetic_missing_panel_abstention,Injected signal is unobservable after target/panel dropout.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:missing_panel_or_target_dropout_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,fov_holdout,2,missing_panel_or_target_dropout_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_636306c5cd87,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,null_no_context_signal,expression_only,synthetic_null_rejected,Null synthetic control does not justify context.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:null_no_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,expression_only_recommended_no_context_claim,fov_holdout,2,null_no_context_signal,0.93,False,False
contextgate_bench_v0_cp_q5_smoke,cg_575352edd053,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,strong_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:strong_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,2,strong_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_7d72708abd44,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,weak_or_noisy_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:fov_holdout:seed2:weak_or_noisy_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,fov_holdout,2,weak_or_noisy_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_c459a636b72b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,fov_or_sample_confounded_signal,abstain_uncertain,synthetic_confound_abstention,Injected signal follows FOV/sample confounding.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:fov_or_sample_confounded_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,0,fov_or_sample_confounded_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_bbb1ede823fa,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,localized_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,0,localized_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_94a3c388d34a,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,missing_panel_or_target_dropout_signal,abstain_uncertain,synthetic_missing_panel_abstention,Injected signal is unobservable after target/panel dropout.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,0,missing_panel_or_target_dropout_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_6e728e52f2f2,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,null_no_context_signal,expression_only,synthetic_null_rejected,Null synthetic control does not justify context.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:null_no_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,expression_only_recommended_no_context_claim,unit_hash_split,0,null_no_context_signal,0.93,False,False
contextgate_bench_v0_cp_q5_smoke,cg_e4f277d6a41d,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,strong_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:strong_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,0,strong_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_f6640c89baf1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,weak_or_noisy_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:weak_or_noisy_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,0,weak_or_noisy_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_4c23f8c2a0fe,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,fov_or_sample_confounded_signal,abstain_uncertain,synthetic_confound_abstention,Injected signal follows FOV/sample confounding.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:fov_or_sample_confounded_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,1,fov_or_sample_confounded_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_19dc13416ef5,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,localized_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:localized_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,1,localized_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_ee33ca1d3283,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,missing_panel_or_target_dropout_signal,abstain_uncertain,synthetic_missing_panel_abstention,Injected signal is unobservable after target/panel dropout.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,1,missing_panel_or_target_dropout_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_71911ad72d0c,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:null_no_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,null_no_context_signal,expression_only,synthetic_null_rejected,Null synthetic control does not justify context.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:null_no_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,expression_only_recommended_no_context_claim,unit_hash_split,1,null_no_context_signal,0.93,False,False
contextgate_bench_v0_cp_q5_smoke,cg_af521a513b3a,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,strong_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:strong_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,1,strong_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_5bc9b3658743,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,weak_or_noisy_injected_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:weak_or_noisy_injected_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,1,weak_or_noisy_injected_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_d8b6ccb67b0b,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,fov_or_sample_confounded_signal,abstain_uncertain,synthetic_confound_abstention,Injected signal follows FOV/sample confounding.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:fov_or_sample_confounded_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,2,fov_or_sample_confounded_signal,0.88,False,False
contextgate_bench_v0_cp_q5_smoke,cg_1a647bec09cc,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,localized_context_signal,positive_control_only,synthetic_context_signal_detected,Injected true-neighbor signal was detected as mechanics-only.,True,False,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:localized_context_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,synthetic_mechanics_only_no_biology_claim,unit_hash_split,2,localized_context_signal,0.92,False,True
contextgate_bench_v0_cp_q5_smoke,cg_65242d623c8d,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,missing_panel_or_target_dropout_signal,abstain_uncertain,synthetic_missing_panel_abstention,Injected signal is unobservable after target/panel dropout.,False,True,True,True,True,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,cp_q3_positive_null_ladder,not_applicable,not_applicable,abstain_uncertain_no_positive_claim,unit_hash_split,2,missing_panel_or_target_dropout_signal,0.88,False,False
