benchmark_run_id,ladder_case_id,dataset_id,platform,cancer_or_tissue_context,split_id,seed,task_id,synthetic_status,claim_scope,control_level,level_order,injected_signal_strength,noise_fraction,prevalence,localization_scope,expected_route,expected_context_positive,missing_panel_dropout,fov_or_sample_confounded,description,effective_signal_strength,artifact_registry_ids
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:localized_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7573776521038678,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8592874124109017,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9133556677245898,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:null_no_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.012778374555701943,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:strong_injected_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5685382441474447,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:localized_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7685785112573249,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8541348876720608,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9095542755465849,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:null_no_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.0010352703884791746,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:strong_injected_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:weak_or_noisy_injected_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5582257748274658,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:localized_context_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7570869864912441,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8616049854018737,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:fov_or_sample_confounded_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9051180599269266,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.01565214335351534,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5539073985684448,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7619417803808911,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8562774673677696,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9035525312143268,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.0053719676764151,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.5583802766977763,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7563427399858699,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8655447215809358,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed1:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,1,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9025171244336565,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.012534002445762511,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:strong_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,strong_injected_context_signal,1,1.0,0.02,0.8,global,positive_control_only,True,False,False,Strong synthetic true-neighbor signal.,1.0,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:weak_or_noisy_injected_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,weak_or_noisy_injected_context_signal,2,0.55,0.25,0.45,global,positive_control_only,True,False,False,Moderate synthetic signal with noise.,0.566629281387811,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:localized_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,localized_context_signal,3,0.75,0.12,0.3,fov_or_celltype_subset,positive_control_only,True,False,False,Synthetic signal restricted to a local stratum.,0.7605610168749841,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:missing_panel_or_target_dropout_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,missing_panel_or_target_dropout_signal,4,0.85,0.1,0.6,global_but_unobservable,abstain_uncertain,False,True,False,Signal source exists but target/panel evidence is dropped.,0.8599861092003961,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed2:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,fov_holdout,2,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,fov_or_sample_confounded_signal,5,0.9,0.04,0.7,fov_or_sample_confound,abstain_uncertain,False,False,True,Synthetic signal follows FOV/sample rather than neighbors.,0.9075431362929621,cp_q3_positive_null_ladder
contextgate_bench_v0_cp_q3_smoke,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:unit_hash_split:seed0:null_no_context_signal,xenium_breast_biomarkers_v1,Xenium,breast_cancer,unit_hash_split,0,positive_null_control_ladder,synthetic_control_only,evaluator_sensitivity_specificity_only,null_no_context_signal,0,0.0,0.0,0.0,none,expression_only,False,False,False,No injected neighbor-context signal.,0.012492394911239948,cp_q3_positive_null_ladder
